"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","swarm-start",,,,"User:","ubuntu"
"Cmdline:","dstat -t -c -d -m -n --output results/microbench/encode/confd_int/cauchy_sha_512/microbench-encode-16MB-3.csv",,,,"Date:","19 Apr 2016 20:14:48 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free","recv","send"
19-04 20:14:48,1.576,0.557,96.761,1.105,0.0,0.002,142537.035,385079.006,333324288.0,137347072.0,1067663360.0,5603241984.0,0.0,0.0
19-04 20:14:49,6.944,5.556,84.848,2.652,0.0,0.0,0.0,544768.0,371048448.0,137392128.0,1067839488.0,5565296640.0,428.0,258.0
19-04 20:14:50,6.250,6.250,87.500,0.0,0.0,0.0,0.0,0.0,837087232.0,137392128.0,1068044288.0,5099053056.0,702.0,160.0
19-04 20:14:51,10.916,1.380,87.704,0.0,0.0,0.0,0.0,0.0,928829440.0,137392128.0,1068056576.0,5007298560.0,406.0,90.0
19-04 20:14:52,12.609,0.125,87.266,0.0,0.0,0.0,0.0,0.0,939778048.0,137392128.0,1068056576.0,4996349952.0,304.0,0.0
19-04 20:14:53,12.250,0.250,87.500,0.0,0.0,0.0,0.0,0.0,951791616.0,137392128.0,1068056576.0,4984336384.0,240.0,0.0
19-04 20:14:54,12.406,0.0,87.218,0.376,0.0,0.0,0.0,159744.0,963325952.0,137404416.0,1068060672.0,4972785664.0,310.0,70.0
19-04 20:14:55,12.250,0.250,87.500,0.0,0.0,0.0,0.0,0.0,976781312.0,137404416.0,1068072960.0,4959318016.0,120.0,0.0
19-04 20:14:56,12.375,0.125,87.500,0.0,0.0,0.0,0.0,0.0,987201536.0,137404416.0,1068072960.0,4948897792.0,184.0,0.0
