"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","swarm-start",,,,"User:","ubuntu"
"Cmdline:","dstat -t -c -d -m -n --output results/microbench/decode/confd_int/aes_sha_512/microbench-decode-4MB-2.csv",,,,"Date:","20 Apr 2016 18:12:05 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free","recv","send"
20-04 18:12:05,2.017,0.364,97.511,0.107,0.0,0.000,8308.954,36779.809,385601536.0,244330496.0,1090715648.0,5420929024.0,0.0,0.0
20-04 18:12:06,7.188,5.801,84.741,2.270,0.0,0.0,0.0,577536.0,419143680.0,244355072.0,1090777088.0,5387300864.0,308.0,168.0
20-04 18:12:07,6.125,6.500,87.375,0.0,0.0,0.0,0.0,0.0,456359936.0,244355072.0,1091014656.0,5349847040.0,688.0,250.0
20-04 18:12:08,11.389,1.126,87.484,0.0,0.0,0.0,0.0,0.0,462368768.0,244355072.0,1091018752.0,5343834112.0,0.0,90.0
20-04 18:12:09,11.139,1.502,87.359,0.0,0.0,0.0,0.0,0.0,458534912.0,244355072.0,1091026944.0,5347659776.0,64.0,0.0
20-04 18:12:10,11.125,1.375,87.500,0.0,0.0,0.0,0.0,0.0,462262272.0,244355072.0,1091026944.0,5343932416.0,0.0,0.0
20-04 18:12:11,10.750,1.750,87.375,0.125,0.0,0.0,0.0,159744.0,458436608.0,244363264.0,1091018752.0,5347758080.0,190.0,70.0
20-04 18:12:12,11.014,1.502,85.607,1.877,0.0,0.0,0.0,368640.0,461926400.0,244363264.0,1091022848.0,5344264192.0,0.0,0.0
20-04 18:12:13,7.116,3.304,87.929,1.652,0.0,0.0,0.0,200704.0,389636096.0,244371456.0,1090723840.0,5416845312.0,1.84467440737e+19,1.84467440737e+19
