"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","swarm-start",,,,"User:","ubuntu"
"Cmdline:","dstat -t -c -d -m -n --output results/microbench/encode/confd/aes/microbench-encode-4MB-5.csv",,,,"Date:","20 Apr 2016 16:15:00 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free","recv","send"
20-04 16:15:00,0.843,0.206,98.842,0.109,0.0,0.000,9121.295,39393.102,382111744.0,238641152.0,1093775360.0,5427048448.0,0.0,0.0
20-04 16:15:01,5.830,6.844,84.411,2.915,0.0,0.0,0.0,630784.0,413216768.0,238657536.0,1094017024.0,5395685376.0,368.0,90.0
20-04 16:15:02,10.250,2.375,87.375,0.0,0.0,0.0,0.0,4096.0,562421760.0,238657536.0,1094078464.0,5246418944.0,642.0,168.0
20-04 16:15:03,12.030,0.376,87.594,0.0,0.0,0.0,0.0,0.0,576757760.0,238657536.0,1094086656.0,5232074752.0,346.0,160.0
20-04 16:15:04,12.375,0.250,87.375,0.0,0.0,0.0,0.0,0.0,590065664.0,238657536.0,1094086656.0,5218766848.0,184.0,90.0
20-04 16:15:05,10.237,2.372,87.391,0.0,0.0,0.0,0.0,0.0,552292352.0,238657536.0,1094086656.0,5256540160.0,60.0,0.0
20-04 16:15:06,9.762,2.753,86.608,0.876,0.0,0.0,0.0,188416.0,549072896.0,238661632.0,1094086656.0,5259755520.0,370.0,0.0
20-04 16:15:07,9.500,3.0,87.500,0.0,0.0,0.0,0.0,4096.0,548855808.0,238661632.0,1094090752.0,5259968512.0,180.0,70.0
20-04 16:15:08,9.512,3.004,87.484,0.0,0.0,0.0,0.0,0.0,552108032.0,238661632.0,1094090752.0,5256716288.0,184.0,0.0
20-04 16:15:09,9.512,2.879,87.610,0.0,0.0,0.0,0.0,0.0,548868096.0,238661632.0,1094090752.0,5259956224.0,60.0,0.0
