"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","swarm-start",,,,"User:","ubuntu"
"Cmdline:","dstat -t -c -d -m -n --output results/microbench/decode/confd_sign/aes_rsa_sha_512/microbench-decode-4MB-9.csv",,,,"Date:","20 Apr 2016 18:50:00 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free","recv","send"
20-04 18:50:00,2.508,0.405,96.944,0.143,0.0,0.000,7945.919,38384.143,393805824.0,260579328.0,1096544256.0,5390647296.0,0.0,0.0
20-04 18:50:01,6.187,7.071,83.965,2.778,0.0,0.0,0.0,614400.0,424529920.0,260579328.0,1096523776.0,5359943680.0,308.0,180.0
20-04 18:50:02,6.508,6.008,87.484,0.0,0.0,0.0,0.0,0.0,466821120.0,260579328.0,1096605696.0,5317570560.0,748.0,78.0
20-04 18:50:03,11.264,1.252,87.484,0.0,0.0,0.0,0.0,0.0,470994944.0,260579328.0,1096622080.0,5313380352.0,180.0,250.0
20-04 18:50:04,11.139,1.627,87.234,0.0,0.0,0.0,0.0,0.0,468123648.0,260579328.0,1096646656.0,5316227072.0,180.0,0.0
20-04 18:50:05,11.125,1.375,87.500,0.0,0.0,0.0,0.0,0.0,472395776.0,260579328.0,1096646656.0,5311954944.0,184.0,0.0
20-04 18:50:06,10.737,1.873,87.141,0.250,0.0,0.0,0.0,430080.0,473178112.0,260579328.0,1096646656.0,5311172608.0,186.0,0.0
20-04 18:50:07,10.526,1.880,87.594,0.0,0.0,0.0,0.0,0.0,468889600.0,260579328.0,1096646656.0,5315461120.0,244.0,70.0
20-04 18:50:08,11.222,1.496,87.282,0.0,0.0,0.0,0.0,0.0,472383488.0,260579328.0,1096646656.0,5311967232.0,180.0,0.0
