"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","swarm-start",,,,"User:","ubuntu"
"Cmdline:","dstat -t -c -d -m -n --output results/microbench/decode/confd/cauchy/microbench-encode-16MB-7.csv",,,,"Date:","19 Apr 2016 21:36:56 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free","recv","send"
19-04 21:36:56,6.037,1.357,91.779,0.825,0.0,0.002,68660.480,267309.307,368107520.0,172322816.0,1083592704.0,5517553664.0,0.0,0.0
19-04 21:36:57,6.953,5.689,84.576,2.781,0.0,0.0,0.0,720896.0,402956288.0,172376064.0,1083686912.0,5482557440.0,308.0,258.0
19-04 21:36:58,1.124,11.486,87.391,0.0,0.0,0.0,0.0,0.0,419430400.0,172376064.0,1084002304.0,5465767936.0,522.0,160.0
19-04 21:36:59,4.631,7.885,87.484,0.0,0.0,0.0,0.0,0.0,465981440.0,172376064.0,1084026880.0,5419192320.0,166.0,90.0
19-04 21:37:00,10.750,2.0,87.250,0.0,0.0,0.0,0.0,0.0,511827968.0,172376064.0,1084030976.0,5373341696.0,64.0,0.0
19-04 21:37:01,11.139,1.377,87.484,0.0,0.0,0.0,0.0,0.0,511639552.0,172376064.0,1084035072.0,5373526016.0,0.0,0.0
19-04 21:37:02,11.389,1.001,87.610,0.0,0.0,0.0,0.0,0.0,528715776.0,172376064.0,1084047360.0,5356437504.0,190.0,0.0
19-04 21:37:03,11.250,1.250,87.375,0.125,0.0,0.0,0.0,184320.0,513220608.0,172376064.0,1084047360.0,5371932672.0,0.0,70.0
19-04 21:37:04,11.375,1.125,87.500,0.0,0.0,0.0,0.0,0.0,513150976.0,172376064.0,1084047360.0,5372002304.0,64.0,0.0
19-04 21:37:05,11.389,1.126,87.484,0.0,0.0,0.0,0.0,770048.0,519950336.0,172376064.0,1084047360.0,5365202944.0,0.0,0.0
19-04 21:37:06,11.264,1.252,87.484,0.0,0.0,0.0,0.0,0.0,513785856.0,172376064.0,1084047360.0,5371367424.0,190.0,0.0
19-04 21:37:07,11.375,1.125,87.500,0.0,0.0,0.0,0.0,0.0,502697984.0,172376064.0,1084047360.0,5382455296.0,0.0,70.0
19-04 21:37:08,11.389,1.126,87.109,0.375,0.0,0.0,0.0,16384.0,513818624.0,172380160.0,1084043264.0,5371334656.0,64.0,0.0
19-04 21:37:09,11.250,1.250,87.500,0.0,0.0,0.0,0.0,0.0,513818624.0,172380160.0,1084043264.0,5371334656.0,0.0,0.0
19-04 21:37:10,11.389,1.001,87.610,0.0,0.0,0.0,0.0,249856.0,497737728.0,172380160.0,1084047360.0,5387411456.0,0.0,0.0
19-04 21:37:11,11.264,1.252,87.484,0.0,0.0,0.0,0.0,0.0,513814528.0,172380160.0,1084047360.0,5371334656.0,64.0,0.0
19-04 21:37:12,11.236,1.373,87.391,0.0,0.0,0.0,0.0,0.0,513880064.0,172380160.0,1084047360.0,5371269120.0,0.0,0.0
19-04 21:37:13,11.139,1.252,87.234,0.375,0.0,0.0,0.0,77824.0,497938432.0,172384256.0,1084043264.0,5387210752.0,64.0,0.0
19-04 21:37:14,11.139,1.377,87.484,0.0,0.0,0.0,0.0,0.0,513343488.0,172384256.0,1084043264.0,5371805696.0,0.0,0.0
